#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B2E8C4
#Date Time: 2024-03-09 19:17:45.476
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.64944 V
#Offset: -0.000314816 V
#Relative: no
#Channel: Channel 2
#Range: 5.57613 V
#Offset: -0.000136948 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,0.02700765803743766,-0.0423964532894228,-4.166448961882423
104.2300949424216,0.02693762301523466,-0.04460717112083365,-4.344523726186203
108.6391269170621,0.02711079847082343,-0.04748572306802767,-4.529004147619055
113.2346651302716,0.02678704805010518,-0.04983395427601964,-4.720569487691137
118.0245989730151,0.02713052009802291,-0.05295761891617522,-4.923043309995649
123.0171515649861,0.02675262758169019,-0.05607890435185229,-5.129603245594367
128.2208938716475,0.02691002958687934,-0.05943794624396945,-5.347606300045257
133.6447594184397,0.02683432321383222,-0.06328327438034796,-5.574198690799946
139.2980596274105,0.0268389970381202,-0.0672314785627512,-5.814822787322882
145.1904998026008,0.02668518974843229,-0.07183265947648737,-6.061351166016948
151.3321957916271,0.0267544408753094,-0.07645823311096245,-6.318779421186079
157.7336913520643,0.02681166329138032,-0.08160992844071244,-6.586282067279583
164.4059762524425,0.02672666189036801,-0.08700168019360369,-6.869795928756702
171.360505138936,0.02660673806473126,-0.09280007442526964,-7.163416104545966
178.609217200126,0.02689504878244297,-0.09934364858057365,-7.468293991938772
186.1645566636072,0.02620616137116554,-0.1060631904396048,-7.789185677797889
194.0394941596158,0.02655752213653957,-0.113784470347347,-8.12389668285546
202.247548988362,0.02636695206013464,-0.122233863327469,-8.472709336852347
210.8028123292901,0.02628553290005379,-0.1314865425331277,-8.835902807898378
219.7199714321139,0.02675832291496634,-0.1419783914759514,-9.218205293499643
229.0143348311534,0.02648374298577623,-0.1524898335803304,-9.61540880503901
238.7018586262665,0.02686550542417777,-0.1646176419634833,-10.02987460127952
248.7991738754823,0.0265123956782677,-0.1773623309304503,-10.46544353916141
259.3236151463755,0.0265962994576903,-0.191296942120619,-10.91975326908923
270.2932502751869,0.02670244532772277,-0.2067050435016994,-11.39795795869584
281.7269113847843,0.02663349696833058,-0.2236156216755086,-11.89535343600712
293.6442272147124,0.02703231352019613,-0.2420219562603763,-12.42045051667053
306.0656568188346,0.02670297496866239,-0.261853912337032,-12.96707797371661
319.0125246884172,0.02685937001378185,-0.2835816133642038,-13.53913595369258
332.5070573609534,0.02664751845425097,-0.3076093506418202,-14.14014924992232
346.5724215775736,0.02651052535760919,-0.3335314187799268,-14.77149458427874
361.2327640545542,0.0266349070719624,-0.3624877797652787,-15.43347510854016
376.5132529371953,0.02650873351644061,-0.3944618093426953,-16.12837406945735
392.4401210072382,0.0268632819200578,-0.4295526955429008,-16.85936707680161
409.0407107179982,0.02684536260897403,-0.4676679645050418,-17.63002108098155
426.3435211345256,0.02673678307720314,-0.5100685461375406,-18.43557185778544
444.3782568593789,0.02672438055211533,-0.556861045206182,-19.28646144310017
463.1758790280082,0.02637167934967428,-0.6084087814771461,-20.18482866755606
482.7686584612883,0.02674217237376607,-0.6659310441915857,-21.13307969327769
503.1902310664553,0.0263932656525929,-0.7293726557829096,-22.13283176935902
524.4756555815562,0.02663475320353095,-0.8010127266265905,-23.19091322658984
546.6614737625438,0.02650891098077189,-0.8800623715931793,-24.30692673425182
569.7857731163404,0.02658176089272886,-0.96867999128256,-25.4914124189976
593.8882522875714,0.02651160284732872,-1.067410140269982,-26.74686529220908
619.0102892112237,0.02649433016965408,-1.178982232517705,-28.0808050184946
645.1950121482167,0.02665260073382688,-1.304611676304399,-29.49336155285172
672.4873737258538,0.02637749790338657,-1.446514515113768,-30.99600714154343
700.9342281102546,0.02632421839195317,-1.607060744208154,-32.59915892546433
