#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321B2E8C4
#Date Time: 2024-03-09 21:22:18.063
#Trace: Trace 1
#Start: 0 Hz
#Stop: 1901.65 Hz
#BINs: 4097
#Rate: 3803.29 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 1901.65 Hz
#BINs: 4097
#Rate: 3803.29 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.64944 V
#Offset: -0.000314816 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.57613 V
#Offset: -0.000136948 V
#Attenuation: 1 X
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Lydsignal_62.wav
#Frequency: 44.1 kHz
#Period: 22.675737 us
#Amplitude: 1 V
#Offset: 0 V

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-61.88314827861772,0,-59.16308861144279,0
0.4642692446658807,-61.92425382439713,178.7995668549113,-59.24101297506373,178.7627964261792
0.9285384893317613,-65.89256962203305,172.8785229585426,-62.52222548547375,174.5042379542417
1.392807733997642,-80.24361205028443,101.8538544949827,-73.32058296350871,154.8678855402076
1.857076978663523,-72.64641012463341,25.81399113215141,-80.12948523773181,59.84463945714073
2.321346223329403,-70.3447935674818,13.40867764633274,-78.16065432601145,28.49741694548099
2.785615467995284,-67.49865542973508,0.4956157562934202,-73.84275051125849,1.261955179704666
3.249884712661165,-64.96630986497792,173.0576427716971,-69.66393072472604,170.4386857325141
3.714153957327045,-63.87371144938403,170.9030624703101,-68.14695984218014,166.4132121176573
4.178423201992926,-63.23100389929927,171.9190690098351,-67.22788610969256,163.5742444955906
4.642692446658806,-62.80441072756319,176.2338685979444,-66.2709305014933,164.5905266782506
5.106961691324687,-63.15343332718322,7.38812932113459,-66.91007555128066,174.8535376171114
5.571230935990568,-63.71114396104018,15.94923705643865,-67.91821980555821,5.921081545746226
6.035500180656449,-64.44902406096115,18.23453885656864,-68.31998053147159,9.541442860123485
6.499769425322329,-65.46616679277814,26.5134137017276,-69.24228720595457,23.51129023638305
6.96403866998821,-69.57239852195352,29.58536342192332,-74.39986566351509,39.55534416970577
7.42830791465409,-78.42631895685591,154.3985086419687,-85.71675215119497,94.16153978945525
7.892577159319971,-78.7231744690628,166.9854519588716,-84.70054703839949,133.8359423747482
8.356846403985852,-72.21860441348086,43.60259097332665,-74.94173694986802,49.5830656186602
8.821115648651732,-69.22462711736645,31.75645553421455,-70.73696737581106,29.13928471499993
9.285384893317612,-63.77013365038111,25.40435225889176,-64.67390453192144,19.80296256461079
9.749654137983494,-60.51915035482003,29.82765161570251,-61.473721200314,24.49323897218094
10.21392338264937,-59.07903922122331,27.42815220835388,-59.87565650298713,21.17027579244258
10.67819262731525,-56.30169518969159,29.67898472081814,-56.85921540191154,23.72178997158252
11.14246187198114,-54.11168378158266,35.53960622489272,-54.5530581317545,29.87386565902558
11.60673111664702,-55.11257099094267,44.4206486468509,-55.77685968915286,37.71532786813174
